actor_1_name,actor_2_name,actor_3_name,director_name,genres,gross,budget,imdb_score 
Craig T. Nelson,Paul Schneider,Tyrone Giordano,Thomas Bezucha,Comedy|Drama|Romance,6061759,17000000,6.3
Harry Lennix,Sean Patrick Thomas,Kenan Thompson,Kevin Rodney Sullivan,Comedy|Drama,64955956,18000000,5.7
Bernie Mac,Tony Cox,Alex Borstein,Terry Zwigoff,Comedy|Crime|Drama,60057639,18000000,7.1
Nia Vardalos,Louis Mandylor,Joey Fatone,Kirk Jones,Comedy|Family|Romance,59573085,18000000,6.1
Zachary Gordon,Rachael Harris,Fran Kranz,David Bowers,Comedy|Family,52691009,21000000,6.6
Ming-Na Wen,Scott Porter,Collins Pennie,Nelson McCormick,Horror|Mystery,43818159,20000000,3.9
Tina Fey,Amy Poehler,Neil Flynn,Mark Waters,Comedy,86049418,17000000,7.0
Raoul Bova,Lindsay Duncan,Mario Monicelli,Audrey Wells,Comedy|Drama|Romance,43601508,18000000,6.7
Kristin Scott Thomas,Bob Balaban,Tom Hollander,Robert Altman,Drama|Mystery,41300105,19800000,7.3
Emma Stone,Naomi Watts,Merritt Wever,Alejandro G. Iñárritu,Comedy|Drama|Romance,42335698,18000000,7.8
Sally Hawkins,Charlie Tahan,Andrew Dice Clay,Woody Allen,Drama,33404871,18000000,7.3
Christian Clemenson,David Alan Basche,Susan Blommaert,Paul Greengrass,Drama|History|Thriller,31471430,15000000,7.6
Christian Monzon,Mekhi Phifer,Romeo Miller,Bille Woodruff,Drama|Music|Romance,30222640,25000000,5.3
Dennis Quaid,Chris Brochu,Craig T. Nelson,Sean McNamara,Biography|Drama|Family|Sport,43853424,18000000,7.1
Collette Wolfe,Celia Weston,Dan Bakkedahl,Jody Hill,Comedy|Crime|Drama,23993605,18000000,5.8
Judy Greer,Sasha Alexander,Frances Conroy,Brandon Camp,Drama|Romance,22927390,18000000,5.6
Kelsey Grammer,Kay Panabaker,Megan Mullally,Kevin Tancharoen,Comedy|Drama|Musical|Romance,22452209,18000000,5.0
James Franco,Treat Williams,Kate Burton,Danny Boyle,Adventure|Biography|Drama|Thriller,18329466,18000000,7.6
Woody Allen,Jon Lovitz,Michael Rapaport,Woody Allen,Comedy|Crime,17071230,18000000,6.7
Amanda Schull,Susan May Pratt,Ethan Stiefel,Nicholas Hytner,Drama|Music|Romance,17174870,18000000,6.7
Olivia Wilde,Alex Borstein,Timothée Chalamet,Jessie Nelson,Comedy,26284475,17000000,5.7
Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,Bart Freundlich,Comedy|Crime,16702864,18000000,5.2
Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,Irwin Winkler,Drama,15561627,18000000,7.5
Kate Winslet,Michael Fassbender,Michael Stuhlbarg,Danny Boyle,Biography|Drama,17750583,30000000,7.2
Alan Ruck,Marie Avgeropoulos,Shawn Roberts,Chris Columbus,Comedy|Romance,14793904,18000000,5.3
Steve Buscemi,Ari Graynor,Fred Willard,Miguel Arteta,Comedy|Drama|Romance,15281286,18000000,6.5
Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,John Boorman,Drama|Thriller,13491653,18000000,6.1
Rebecca Budig,Paul Freeman,Bruce Payne,Courtney Solomon,Action|Crime|Thriller,10494494,18000000,4.4
Yaya DaCosta,Annie Parisse,Frankie Valli,Rob Reiner,Comedy|Drama|Romance,15155772,18000000,5.7
Miriam Margolyes,Shaun Evans,Juliet Stevenson,István Szabó,Comedy|Drama|Romance,7739049,18000000,7.1
David Masterson,Kerry Condon,Anne-Marie Duff,Michael Hoffman,Biography|Drama|Romance,6615578,13000000,7.0
J.K. Simmons,Kate Winslet,Brooke Smith,Jason Reitman,Drama,13362308,18000000,6.9
Tadanobu Asano,Khulan Chuluun,Honglei Sun,Sergey Bodrov,Adventure|Biography|Drama|History|War,5701643,20000000,7.3
Tom Hardy,Gerard Butler,Tom Wilkinson,Guy Ritchie,Action|Crime|Thriller,5694401,18000000,7.3
Bruce Greenwood,Suzie Steen,Aden Young,Bruce Beresford,Biography|Drama|Music|Romance,4806750,,7.4
Kirsten Dunst,Sam Shepard,Paul Sparks,Jeff Nichols,Adventure|Drama|Sci-Fi|Thriller,3707794,18000000,6.7
Woody Allen,Stockard Channing,Fisher Stevens,Woody Allen,Comedy|Romance,3203044,18000000,6.4
Jeremy Irvine,Colin Firth,Sam Reid,Jonathan Teplitzky,Biography|Drama|Romance|War,4435083,18000000,7.1
Ulrich Tukur,Burghart Klaußner,Leonie Benesch,Michael Haneke,Drama|Mystery,2222647,12000000,7.8
Zack Ward,Anna Harr,James Cullen Bressack,Zack Ward,Horror,,,4.0
Adam Goldberg,Meat Loaf,Anthony LaPaglia,D.J. Caruso,Crime|Drama|Mystery|Thriller,676698,18000000,7.2
James Hetfield,Mackenzie Gray,Lars Ulrich,Nimród Antal,Music,3419967,,7.2
Austin Nichols,Brad Renfro,Lou Taylor Pucci,Gregor Jordan,Crime|Drama|Thriller,,18000000,5.1
Takuya Kimura,Simón Andreu,Shawn Yue,Tran Anh Hung,Thriller,,18000000,5.5
Sam Trammell,Rebecca De Mornay,Amanda Schull,Chuck Russell,Action|Crime|Drama|Thriller,,18000000,5.2
Romola Garai,Catherine McCormack,Kevork Malikyan,Christian Volckman,Action|Animation|Sci-Fi|Thriller,63260,14000000,6.7
Demi Moore,Landon Liboiron,Michael Wincott,Jon Cassar,Drama|Western,,11000000,6.3
Robert De Niro,Toby Jones,Craig Roberts,Rodrigo Cortés,Drama|Horror|Mystery|Thriller,,14000000,6.2
Emma Stone,Joe Lo Truglio,Kevin Corrigan,Greg Mottola,Comedy,121463226,20000000,7.6
Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,Tyler Perry,Comedy|Crime|Drama,90485233,,4.1
Jason Momoa,Jennifer Hale,Stephen McHattie,David Hayter,Action|Horror,,18000000,5.3
Cassie Ventura,Mari Koda,Luis Rosado,Jon M. Chu,Drama|Music|Musical|Romance,58006147,23000000,6.2
Anne Hathaway,Chazz Palminteri,Jim Belushi,Cory Edwards,Action|Animation|Comedy|Crime|Family,51053787,17500000,6.5
Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,Terry George,Drama|History|War,23472900,17500000,8.1
Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,Xavier Gens,Action|Crime|Drama|Thriller,39687528,24000000,6.3
Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,Kasi Lemmons,Drama|Family|Music|Musical,7017178,17500000,4.4
Bruce Willis,50 Cent,Jessica Lowndes,Brian A Miller,Action|Thriller,,18000000,4.6
Kirk Fox,Shawn Andrews,Rob Campbell,Matt Dillon,Crime|Drama|Thriller,325491,17500000,6.0
Fionnula Flanagan,Elaine Cassidy,Eric Sykes,Alejandro Amenábar,Fantasy|Horror|Thriller,96471845,17000000,7.6
Rob Riggle,Damon Wayans Jr.,James D'Arcy,Luke Greenfield,Comedy,82389560,17000000,6.5
Virginia Madsen,Patrick Gallagher,M.C. Gainey,Alexander Payne,Adventure|Comedy|Drama|Romance,71502303,12000000,7.5
Chris Moss,Owain Yeoman,Jay Chandrasekhar,Jay Chandrasekhar,Comedy,19179969,17500000,6.3
Jet Li,Tony Chiu Wai Leung,Maggie Cheung,Yimou Zhang,Action|Adventure|History,84961,31000000,7.9
Liam Aiken,Molly Shannon,Kevin Nealon,John Hoffman,Comedy|Drama|Family|Fantasy|Sci-Fi,37566230,17000000,5.1
Harold Perrineau,Sanaa Lathan,Eddie Cibrian,Malcolm D. Lee,Comedy|Drama,70492685,17000000,6.7
Ryan Reynolds,Common,Alex Rocco,Joe Carnahan,Action|Crime|Drama|Thriller,35635046,17000000,6.7
Costas Mandylor,Gina Holden,Betsy Russell,Kevin Greutert,Horror|Mystery,45670855,20000000,5.6
Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,Michael Lehmann,Comedy|Romance,37939782,17000000,5.6
Jeff Bridges,Olivia Wilde,James Frain,Joseph Kosinski,Action|Adventure|Sci-Fi,172051787,170000000,6.8
Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,Daniel Barnz,Drama|Fantasy|Romance,27854896,17000000,5.6
Dan Byrd,Greg Nicotero,Vinessa Shaw,Alexandre Aja,Horror,41777564,15000000,6.4
Kevin Grevioux,Jenna Boyd,Mary McCormack,Sam Weisman,Comedy,22734486,17000000,5.6
Morgan Saylor,Valente Rodriguez,Diana Maria Riva,Niki Caro,Biography|Drama|Sport,44469602,17000000,7.4
Brandon T. Jackson,Loretta Devine,Shad Moss,Erik White,Comedy,24708699,,4.9
T.I.,Adam Boyer,Malika,Chris Robinson,Comedy|Crime|Drama|Music|Romance,21160089,,6.0
Anna Kendrick,Hana Mae Lee,Ben Platt,Jason Moore,Comedy|Music|Romance,64998368,17000000,7.2
Marc Blucas,Brian Dennehy,Bruce Davison,Michael Tollin,Comedy|Drama|Romance|Sport,19693891,34000000,4.9
Alexander Gould,Ethan Embry,Marc Blucas,Robert Harmon,Horror|Mystery|Thriller,12693621,17000000,4.8
Thomas F. Wilson,Larry the Cable Guy,Megyn Price,Trent Cooper,Comedy|Romance,15655665,4000000,3.1
Don Cheadle,Lili Taylor,Armando Riesco,Antoine Fuqua,Crime|Drama|Thriller,27154426,17000000,6.7
Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,Fede Alvarez,Horror,54239856,17000000,6.5
Nia Vardalos,Harland Williams,Rachel Dratch,Donald Petrie,Comedy|Romance,8662318,17000000,5.9
Judy Greer,Dennis Quaid,Chris Klein,Paul Weitz,Comedy|Music,7156725,19000000,5.5
DeRay Davis,Clé Bennett,Conrad Coates,Ian Iqbal Rashid,Drama,7070459,,3.3
Paul Walker,Chazz Palminteri,Ivana Milicevic,Wayne Kramer,Action|Crime|Drama|Thriller,6855137,17000000,7.4
Aidan Quinn,Jeremy Northam,Paul Freeman,Rowdy Herrington,Biography|Drama|Romance|Sport,2694071,,6.7
Rufus Sewell,Eddie Marsan,Jake Wood,Neil Burger,Drama|Mystery|Romance|Thriller,39825798,16000000,7.6
Brenda Fricker,David Murray,Gerard McSorley,Joel Schumacher,Biography|Crime|Drama|Thriller,1569918,17000000,6.9
Josh Hutcherson,Brady Corbet,Carlos Bardem,Andrea Di Stefano,Crime|Drama|Romance|Thriller,106869,17000000,6.6
Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,Richard Kelly,Comedy|Mystery|Sci-Fi|Thriller,273420,17000000,5.5
Rob Paulsen,Jess Harnell,Mary Mouser,Guillaume Ivernel,Adventure|Animation|Family|Fantasy,,11000000,6.6
Julianna Guill,Rick Gomez,Tim Williams,Todd Lincoln,Horror|Thriller,4930798,17000000,4.1
Robert Downey Jr.,Ty Burrell,Matt Servitto,Steven Shainberg,Biography|Drama|Romance,220914,16800000,6.5
Rufus Sewell,Eddie Marsan,Jake Wood,Neil Burger,Drama|Mystery|Romance|Thriller,39825798,16000000,7.6
Anne Hathaway,Julie Walters,Laurence Fox,Julian Jarrold,Biography|Drama|Romance,18663911,16500000,7.1
Danny Strong,Matt Long,Samm Levine,Joe Nussbaum,Comedy|Romance,11702090,16500000,6.3
Frances Fisher,Kim Dickens,Ron Eldard,Vadim Perelman,Drama,13005485,15000000,7.6
Ethan Suplee,Rachel Blanchard,Paulo Costanzo,Todd Phillips,Comedy,68525609,15600000,6.5
Bérénice Bejo,Ed Lauter,Beth Grant,Michel Hazanavicius,Comedy|Drama|Romance,44667095,15000000,8.0
Gary Oldman,Atticus Shaffer,Rachel Brosnahan,David S. Goyer,Drama|Fantasy|Horror|Mystery|Thriller,42638165,16000000,4.8
Bruce Willis,Bill Murray,Bob Balaban,Wes Anderson,Adventure|Comedy|Drama|Romance,45507053,16000000,7.8
Matt Bomer,Jordana Brewster,Lew Temple,Jonathan Liebesman,Horror,39511038,16000000,5.9
Clive Russell,Vincent Walsh,Finn Ireland,Cyrus Nowrasteh,Drama,6462576,18500000,5.4
Jennifer Esposito,Kenan Thompson,James Brolin,Perry Andelin Blake,Comedy|Family,40363530,16000000,3.3
Ivana Baquero,Maribel Verdú,Sergi López,Guillermo del Toro,Drama|Fantasy|War,37623143,13500000,8.2
Leslie Bibb,Angus T. Jones,Paul Sorvino,John Whitesell,Action|Comedy|Crime|Family,33357476,35000000,5.4
Mo'Nique,Snoop Dogg,Angell Conwell,John Singleton,Crime|Drama|Romance|Thriller,28734552,16000000,6.4
Leighton Meester,Danneel Ackles,Frances Fisher,Christian E. Christiansen,Drama|Horror|Thriller,37300107,16000000,4.8
Brittany Daniel,Erik Per Sullivan,Fred Ward,Dennie Gordon,Adventure|Comedy|Drama,27087695,17700000,5.9
Bill Bailey,Joe Cornish,Billie Whitelaw,Edgar Wright,Action|Comedy|Mystery,23618786,8000000,7.9
Jada Pinkett Smith,Debi Mazar,Debra Messing,Diane English,Comedy|Drama,26896744,16500000,4.9
Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,Woody Allen,Drama|Romance,23213577,15500000,7.2
Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,Peter Flinth,Action|Adventure|Drama|Romance|War,,25000000,6.6
Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Jon Lucas,Comedy,55461307,20000000,6.7
Alyson Hannigan,Amanda Detmer,Tsianina Joelson,Robert Iscove,Comedy|Drama|Romance,20627372,16000000,5.3
Patrick Fugit,Cole Hauser,Marc Donato,Peter Kosminsky,Drama,16346122,16000000,7.2
J.K. Simmons,Amy Sedaris,Cynthia Stevenson,Karyn Kusama,Comedy|Fantasy|Horror,16204793,16000000,5.1
Will Ferrell,Jamie Lee Curtis,Tracey Walter,Nick Gomez,Comedy|Crime|Mystery,15427192,16000000,5.6
Nicolas Cage,Lea Thompson,Quinton Aaron,Vic Armstrong,Action|Drama|Fantasy|Mystery|Thriller,13998282,16000000,3.1
Robert Pattinson,Lena Olin,Ruby Jerins,Allen Coulter,Drama|Romance,19057024,16000000,7.2
Dylan Baker,Alexandra Holden,Trent Ford,Clare Kilner,Comedy|Drama|Romance,14108518,16000000,5.7
Farrah Fawcett,Vincent Pastore,Jenifer Lewis,Lance Rivera,Comedy,11540112,,3.6
Lochlyn Munro,Marian Seldes,Huey Lewis,Bruce Paltrow,Comedy|Drama|Music,4734235,15000000,6.0
Woody Allen,Debra Messing,Treat Williams,Woody Allen,Comedy|Romance,4839383,16000000,6.6
Alison Lohman,Omar Benson Miller,Robin Weigert,Susanne Bier,Drama,2849142,16000000,7.2
Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,James Gray,Drama|Romance,1984743,16000000,6.6
Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,James Ivory,Drama|History|Romance|War,1666262,16000000,6.7
Rosario Dawson,Spencer Wilding,Tuppence Middleton,Danny Boyle,Crime|Drama|Mystery|Thriller,2319187,20000000,7.0
Mo'Nique,Snoop Dogg,Tom Arnold,Jessy Terrero,Comedy,13922211,16000000,4.4
Dany Boon,Kad Merad,Michel Galabru,Dany Boon,Comedy|Romance,,11000000,7.1
Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,Vicente Amorim,Drama|Romance|War,23091,15000000,6.2
Paz de la Huerta,Emily Alyn Lind,Olly Alexander,Gaspar Noé,Drama|Fantasy,336467,13000000,7.3
Taylor Negron,Justin Kirk,Ivan Sergei,Amy Heckerling,Comedy|Horror|Romance,2964,16000000,5.1
Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,Lasse Hallström,Drama|Family,,16000000,8.1
Orlando Bloom,Tanya van Graan,Conrad Kemp,Jérôme Salle,Crime|Drama|Thriller,,16000000,6.7
Barry Corbin,Tim Blake Nelson,Miranda Otto,Tommy Lee Jones,Drama|Western,2428883,16000000,6.6
Vivica A. Fox,Jenifer Lewis,Kevin Pollak,Jesse Vaughan,Comedy|Drama|Romance|Sport,13571817,15600000,4.5
David Alpay,Marie-Josée Croze,Charles Aznavour,Atom Egoyan,Drama|War,1554566,,6.6
Bruce Dern,Jake Lloyd,William Shockley,William Bindley,Drama|Sport,508867,,6.5
Mekhi Phifer,LL Cool J,Fisher Stevens,Wayne Beach,Drama|Mystery|Thriller,1181197,15500000,5.9
Carole Bouquet,Ryôko Hirosue,Michel Muller,Gérard Krawczyk,Action|Comedy|Crime|Drama|Thriller,81525,15300000,6.6
Dustin Milligan,Gregg Henry,Tania Saulnier,James Gunn,Comedy|Horror|Sci-Fi,7774730,15500000,6.5
Chen Chang,Pei-Pei Cheng,Sihung Lung,Ang Lee,Action|Drama|Romance,128067808,15000000,7.9
Colin Firth,Jennifer Ehle,Derek Jacobi,Tom Hooper,Biography|Drama|History|Romance,138795342,15000000,8.0
Kristen Stewart,Eddie Redmayne,William Hurt,Udayan Prasad,Drama|Romance,317040,15500000,6.8
Nicole Dionne,Ji-won Ha,Kyung-gu Sol,JK Youn,Action|Comedy|Drama|Thriller,,,5.7
Morgan Freeman,Ayelet Zurer,Moises Arias,Timur Bekmambetov,Adventure|Drama|History,,100000000,6.1
Benedict Cumberbatch,Rory Kinnear,Allen Leech,Morten Tyldum,Biography|Drama|Thriller|War,91121452,14000000,8.1
Chloë Grace Moretz,Zachary Gordon,Rachael Harris,Thor Freudenthal,Comedy|Family,64001297,15000000,6.2
Javier Botet,Megan Charpentier,Isabelle Nélisse,Andrés Muschietti,Fantasy|Horror,71588220,20000000,6.2
Jackson Nicoll,Georgina Cates,Grasie Mercedes,Jeff Tremaine,Comedy,101978840,15000000,6.6
Roger Allam,Sylvia Syms,Alex Jennings,Stephen Frears,Biography|Drama,56437947,9800000,7.3
Michael Jai White,Tasha Smith,Lamman Rucker,Tyler Perry,Comedy|Drama,55184721,15000000,5.6
Daniel Radcliffe,Roger Allam,Jessica Raine,James Watkins,Drama|Fantasy|Horror|Thriller,54322273,17000000,6.4
Madeline Carroll,Tessa Thompson,Brian Geraghty,Simon West,Horror|Thriller,47860214,15000000,5.0
Frankie Muniz,Donald Faison,Lee Majors,Shawn Levy,Adventure|Comedy|Family,47811275,15000000,5.4
Clayton Snyder,Adam Lamberg,Alex Borstein,Jim Fall,Adventure|Comedy|Family|Music|Romance,42672630,17000000,5.3
Dwayne Johnson,Harold Perrineau,Nadine Velazquez,Ric Roman Waugh,Action|Drama|Thriller,42919096,15000000,6.5
Adam Scott,Conchata Ferrell,Allison Tolman,Michael Dougherty,Comedy|Fantasy|Horror,42592530,15000000,6.2
Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,Joel Gallen,Comedy,37882551,16000000,5.7
Jake Gyllenhaal,Anna Kendrick,America Ferrera,David Ayer,Crime|Drama|Thriller,40983001,7000000,7.7
Emma Stone,Bradley Cooper,Bill Murray,Cameron Crowe,Comedy|Drama|Romance,20991497,37000000,5.4
Paul Walker,Leslie Bibb,William Petersen,Rob Cohen,Action|Crime|Drama|Thriller,35007180,15000000,5.6
Eddie Redmayne,Emily Watson,Simon McBurney,James Marsh,Biography|Drama|Romance,35887263,15000000,7.7
Greg Grunberg,Regina Hall,Blair Underwood,John Whitesell,Comedy|Crime,34308901,16000000,5.1
Natalie Portman,James Frain,Stockard Channing,Matt Williams,Comedy|Drama|Romance,33771174,15000000,6.8
Scout Taylor-Compton,Tyler Mane,Margot Kidder,Rob Zombie,Horror,33386128,15000000,4.9
Michiel Huisman,Kevin Rankin,Gaby Hoffmann,Jean-Marc Vallée,Adventure|Biography|Drama,37877959,15000000,7.1
Tony Goldwyn,Monica Potter,Martha MacIsaac,Dennis Iliadis,Crime|Horror|Thriller,32721635,15000000,6.6
Jack Davenport,Debra Messing,Holland Taylor,Clare Kilner,Comedy|Romance,31585300,15000000,6.1
Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,Rick Rosenthal,Comedy|Horror|Thriller,30259652,15000000,4.1
Liam Neeson,Jason Flemyng,Alexa Davalos,Louis Leterrier,Action|Adventure|Fantasy,163192114,125000000,5.8
Denzel Washington,Jurnee Smollett-Bell,John Heard,Denzel Washington,Biography|Drama,30226144,15000000,7.6
Ryan Gosling,Albert Brooks,Russ Tamblyn,Nicolas Winding Refn,Crime|Drama,35054909,15000000,7.8
Adam Garcia,Carol Kane,Glenne Headly,Sara Sugarman,Comedy|Family|Music|Romance,29302097,15000000,4.6
Jeremy Renner,Harold Perrineau,Catherine McCormack,Juan Carlos Fresnadillo,Drama|Horror|Sci-Fi,28637507,15000000,7.0
Jessie T. Usher,Matthew Daddario,Ser'Darius Blain,Thomas Carter,Drama|Family|Sport,30127963,15000000,6.7
Cicely Tyson,Luke Benward,Eva Marie Saint,Wayne Wang,Comedy|Drama|Family,32645546,14000000,6.4
Alfre Woodard,Sanaa Lathan,Omar Epps,Gina Prince-Bythewood,Drama|Romance|Sport,27441122,15000000,7.2
Bradley Cooper,Katy Mixon,Beth Grant,Phil Traill,Comedy|Romance,33860010,15000000,4.8
Kim Director,Erica Leerhsen,Kurt Loder,Joe Berlinger,Adventure|Fantasy|Horror|Mystery|Thriller,26421314,15000000,4.0
Scarlett Johansson,Mark Gatiss,Penelope Wilton,Woody Allen,Drama|Romance|Thriller,23089926,15000000,7.7
Sierra McCormick,Hutch Dano,Jason Spevack,Elizabeth Allen Rosenbaum,Adventure|Comedy|Family|Fantasy,26161406,15000000,6.7
Alison Lohman,Danny Pino,Tim McGraw,Michael Mayer,Adventure|Drama|Family,20998709,15000000,6.2
Jeff Kober,Daniella Alonso,Jacob Vargas,Martin Weisz,Horror,20801344,15000000,5.1
Loretta Devine,Joey Lawrence,Jacinda Barrett,John Ottman,Horror|Mystery|Thriller,21468807,14000000,4.1
William Hurt,Sissy Spacek,Jonathan Jackson,Jay Russell,Drama|Family|Fantasy|Romance,19158074,15000000,6.7
Kelly Carlson,Firass Dirani,Drew Powell,John Bonito,Action|Drama|Thriller,18843314,20000000,4.7
Nia Long,Will Forte,Keegan-Michael Key,Peter Atencio,Action|Comedy,20566327,15000000,6.4
Leighton Meester,Cinda McCain,Tim McGraw,Shana Feste,Drama|Music,20218921,15000000,6.3
Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,Derek Cianfrance,Crime|Drama|Thriller,21383298,15000000,7.3
Luke Bracey,Akie Kotabe,Will Patton,Roger Donaldson,Action|Crime|Thriller,24984868,15000000,6.3
Jeremy Renner,Christian Camargo,Brian Geraghty,Kathryn Bigelow,Drama|History|Thriller|War,15700000,15000000,7.6
Brad Pitt,Sam Shepard,Ben Mendelsohn,Andrew Dominik,Crime|Thriller,14938570,15000000,6.2
Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,Anton Corbijn,Crime|Drama|Thriller,17237244,15000000,6.8
Rip Torn,Harland Williams,Eddie Kaye Thomas,Tom Green,Comedy,14249005,15000000,4.5
Yuri Lowenthal,Cam Clarke,Phil Vischer,Mike Nawrocki,Adventure|Animation|Comedy|Family,12701880,15000000,5.7
Bono,The Edge,Larry Mullen Jr.,Catherine Owens,Documentary|Music,10353690,,8.4
Christopher Lambert,Adrian Paul,Adam Copeland,Douglas Aarniokoski,Action|Adventure|Fantasy|Sci-Fi,12801190,15000000,4.6
Cicely Tyson,Faizon Love,Bobb'e J. Thompson,Bryan Barber,Crime|Drama|Musical|Romance,12549485,15000000,6.2
Anne Hathaway,Jim Sturgess,Rafe Spall,Lone Scherfig,Drama|Romance,13766014,15000000,7.0
Daniel Stern,Jimmy Fallon,Alia Shawkat,Drew Barrymore,Drama|Sport,13034417,15000000,6.9
Vin Diesel,Tom Noonan,Kevin Gage,Brian Koppelman,Crime|Drama|Thriller,11632420,,6.1
Louis Lombardi,Brian Van Holt,Leland Orser,James Foley,Crime|Thriller,12212417,15000000,6.7
Kevin McNally,Keith Allen,Sandra Nelson,Irwin Winkler,Biography|Drama|Music|Musical,13337299,20000000,6.6
Rick Yune,RZA,Daniel Wu,RZA,Action,15608545,15000000,5.4
Bruce Greenwood,Chris Klein,Elaine Hendrix,Mark Piznarski,Drama|Romance,10494147,15000000,5.1
Oliver James,Rebecca De Mornay,Jason Ritter,Sean McNamara,Family|Music|Romance,10411980,15000000,5.9
Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,Craig Brewer,Drama|Music,9396487,15000000,7.0
Khandi Alexander,Dash Mihok,Michael Michele,Ron Shelton,Crime|Drama|Romance|Thriller,9059588,15000000,6.6
Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,Michael Winterbottom,Biography|Drama|History|Thriller|War,9172810,16000000,6.7
James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,David Raynr,Comedy|Drama|Romance,8735529,15000000,5.5
Vivica A. Fox,Lin Shaye,Bob Gunton,Mort Nathan,Comedy,8586376,20000000,4.9
Colin Firth,Tom Wilkinson,Rupert Everett,Oliver Parker,Comedy|Drama|Romance,8378141,15000000,6.9
Logan Lerman,Neil Flynn,Tim Blake Nelson,Wil Shriner,Adventure|Comedy|Family,8080116,15000000,5.6
